"","page","searchengine","pageviews","segment.id","segment.name"
"2073","Overview | Zika virus | CDC","Google",10320,"",""
"2074","Overview | Zika virus | CDC","Google - Canada",1889,"",""
"2075","Overview | Zika virus | CDC","Microsoft Bing",731,"",""
"2076","Overview | Zika virus | CDC","Google - United Kingdom",582,"",""
"2077","Overview | Zika virus | CDC","Yahoo!",342,"",""
"2078","Overview | Zika virus | CDC","Google - Philippines",298,"",""
"2079","Overview | Zika virus | CDC","Google - India",226,"",""
"2080","Overview | Zika virus | CDC","Google Search App",209,"",""
"2081","Overview | Zika virus | CDC","Google - Singapore",99,"",""
"2082","Overview | Zika virus | CDC","Google - Australia",92,"",""
"2083","Overview | Zika virus | CDC","Google - Mexico",82,"",""
"2084","Overview | Zika virus | CDC","Google - Germany",76,"",""
"2085","Overview | Zika virus | CDC","Google - Ireland",73,"",""
"2086","Overview | Zika virus | CDC","Google - South Africa",66,"",""
"2087","Overview | Zika virus | CDC","Google - Thailand",66,"",""
"2088","Overview | Zika virus | CDC","Google - Belgium",59,"",""
"2089","Overview | Zika virus | CDC","Google - Nigeria",53,"",""
"2090","Overview | Zika virus | CDC","Google - Puerto Rico",51,"",""
"2091","Overview | Zika virus | CDC","Google - Netherlands",50,"",""
"2092","Overview | Zika virus | CDC","MyWay.com",47,"",""
"2093","Overview | Zika virus | CDC","Google - Indonesia",46,"",""
"2094","Overview | Zika virus | CDC","Google - Pakistan",45,"",""
"2095","Overview | Zika virus | CDC","Google - Japan",44,"",""
"2096","Overview | Zika virus | CDC","Google - Sweden",43,"",""
"2097","Overview | Zika virus | CDC","Google - Jamaica",36,"",""
"2098","Overview | Zika virus | CDC","Google - Taiwan",36,"",""
"2099","Overview | Zika virus | CDC","Google - Hong Kong",34,"",""
"2100","Overview | Zika virus | CDC","Google - Switzerland",34,"",""
"2101","Overview | Zika virus | CDC","Google - Viet Nam",32,"",""
"2102","Overview | Zika virus | CDC","Google - Norway",32,"",""
"2103","Overview | Zika virus | CDC","Google - Italy",32,"",""
"2104","Overview | Zika virus | CDC","Google - Brasil",31,"",""
"2105","Overview | Zika virus | CDC","Google - Korea",30,"",""
"2106","Overview | Zika virus | CDC","Google - Trinidad and Tobago",29,"",""
"2107","Overview | Zika virus | CDC","Google - France",29,"",""
"2108","Overview | Zika virus | CDC","Google - Poland",27,"",""
"2109","Overview | Zika virus | CDC","Google - Spain",27,"",""
"2110","Overview | Zika virus | CDC","Google - United Arab Emirates",25,"",""
"2111","Overview | Zika virus | CDC","Google - Denmark",25,"",""
"2112","Overview | Zika virus | CDC","Google - Turkey",23,"",""
"2113","Overview | Zika virus | CDC","Google - New Zealand",23,"",""
"2114","Overview | Zika virus | CDC","Google - Nepal",22,"",""
"2115","Overview | Zika virus | CDC","Ask Jeeves",22,"",""
"2116","Overview | Zika virus | CDC","Google - Malaysia",21,"",""
"2117","Overview | Zika virus | CDC","Google - Dominican Republic",18,"",""
"2118","Overview | Zika virus | CDC","Google - Colombia",18,"",""
"2119","Overview | Zika virus | CDC","Google - Israel",18,"",""
"2120","Overview | Zika virus | CDC","Google - Greece",17,"",""
"2121","Overview | Zika virus | CDC","Google - Romania",17,"",""
"2122","Overview | Zika virus | CDC","DuckDuckGo",15,"",""
"2123","Overview | Zika virus | CDC","Google - Saudi Arabia",15,"",""
"2124","Overview | Zika virus | CDC","Google - Argentina",15,"",""
"2125","Overview | Zika virus | CDC","Google - Czech Republic",14,"",""
"2126","Overview | Zika virus | CDC","Google - Ghana",13,"",""
"2127","Overview | Zika virus | CDC","Google - Portugal",13,"",""
"2128","Overview | Zika virus | CDC","Google - Austria",13,"",""
"2129","Overview | Zika virus | CDC","Google - Slovenia",12,"",""
"2130","Overview | Zika virus | CDC","Google - Hungary",12,"",""
"2131","Overview | Zika virus | CDC","Google - Egypt",11,"",""
"2132","Overview | Zika virus | CDC","Google - Finland",11,"",""
"2133","Overview | Zika virus | CDC","Google - Sri Lanka",10,"",""
"2134","Overview | Zika virus | CDC","Google - Belize",10,"",""
"2135","Overview | Zika virus | CDC","Google - Iraq",9,"",""
"2136","Overview | Zika virus | CDC","Google - Guyana",9,"",""
"2137","Overview | Zika virus | CDC","Google - Antigua and Barbuda",9,"",""
"2138","Overview | Zika virus | CDC","Google - Chile",9,"",""
"2139","Overview | Zika virus | CDC","Google - Myanmar",8,"",""
"2140","Overview | Zika virus | CDC","Google - Bulgaria",8,"",""
"2141","Overview | Zika virus | CDC","Google - Serbia",7,"",""
"2142","Overview | Zika virus | CDC","Google - Zimbabwe",7,"",""
"2143","Overview | Zika virus | CDC","Google - The Bahamas",7,"",""
"2144","Overview | Zika virus | CDC","Baidu",7,"",""
"2145","Overview | Zika virus | CDC","Google - Cambodia",6,"",""
"2146","Overview | Zika virus | CDC","Google - Guatemala",6,"",""
"2147","Overview | Zika virus | CDC","Google - Latvia",6,"",""
"2148","Overview | Zika virus | CDC","AOL.com Search",6,"",""
"2149","Overview | Zika virus | CDC","Google - Croatia",5,"",""
"2150","Overview | Zika virus | CDC","Google - Ethiopia",5,"",""
"2151","Overview | Zika virus | CDC","Google - Cyprus",4,"",""
"2152","Overview | Zika virus | CDC","Google - Honduras",4,"",""
"2153","Overview | Zika virus | CDC","Google - Kuwait",3,"",""
"2154","Overview | Zika virus | CDC","Google - Saint Vincent and the Grenadine",3,"",""
"2155","Overview | Zika virus | CDC","Google - Maldives",3,"",""
"2156","Overview | Zika virus | CDC","Google - Zambia",3,"",""
"2157","Overview | Zika virus | CDC","Google - Ecuador",3,"",""
"2158","Overview | Zika virus | CDC","Google - Namibia",3,"",""
"2159","Overview | Zika virus | CDC","Google - British Virgin Islands",3,"",""
"2160","Overview | Zika virus | CDC","Google - Nicaragua",3,"",""
"2161","Overview | Zika virus | CDC","Google - Luxembourg",3,"",""
"2162","Overview | Zika virus | CDC","Yahoo! - UK and Ireland",3,"",""
"2163","Overview | Zika virus | CDC","MSN",3,"",""
"2164","Overview | Zika virus | CDC","Google - Lebanon",2,"",""
"2165","Overview | Zika virus | CDC","Google - Palestinian territories",2,"",""
"2166","Overview | Zika virus | CDC","Google - Cameroun",2,"",""
"2167","Overview | Zika virus | CDC","Google - Brunei",2,"",""
"2168","Overview | Zika virus | CDC","Google - Kazakhstan",2,"",""
"2169","Overview | Zika virus | CDC","Google - Peru",2,"",""
"2170","Overview | Zika virus | CDC","Google - Island",2,"",""
"2171","Overview | Zika virus | CDC","Google - Paraguay",2,"",""
"2172","Overview | Zika virus | CDC","Google - Jersey",2,"",""
"2173","Overview | Zika virus | CDC","Google - Jordan",2,"",""
"2174","Overview | Zika virus | CDC","Google - Rwanda",2,"",""
"2175","Overview | Zika virus | CDC","Google - Malta",2,"",""
"2176","Overview | Zika virus | CDC","Google - Ukraine",2,"",""
"2177","Overview | Zika virus | CDC","Google - Repulic of Georgia",2,"",""
"2178","Overview | Zika virus | CDC","Yahoo! - Taiwan",2,"",""
"2179","Overview | Zika virus | CDC","Google - Lithuania",2,"",""
"2180","Overview | Zika virus | CDC","Yahoo! - Japan",2,"",""
"2181","Overview | Zika virus | CDC","BT",1,"",""
"2182","Overview | Zika virus | CDC","Google - Mozambique",1,"",""
"2183","Overview | Zika virus | CDC","Google - Algerie",1,"",""
"2184","Overview | Zika virus | CDC","AVG Secure Search",1,"",""
"2185","Overview | Zika virus | CDC","Google - Estonia",1,"",""
"2186","Overview | Zika virus | CDC","Google - Venezuela",1,"",""
"2187","Overview | Zika virus | CDC","Google - Bangladesh",1,"",""
"2188","Overview | Zika virus | CDC","Google - Botswana",1,"",""
"2189","Overview | Zika virus | CDC","Google - Solomon Islands",1,"",""
"2190","Overview | Zika virus | CDC","Google - Afghanistan",1,"",""
"2191","Overview | Zika virus | CDC","Google - El Salvador",1,"",""
"2192","Overview | Zika virus | CDC","Google - Panama",1,"",""
"2193","Overview | Zika virus | CDC","Google - Dominica",1,"",""
"2194","Overview | Zika virus | CDC","Google - American Samoa",1,"",""
"2195","Overview | Zika virus | CDC","Google - Haiti",1,"",""
"2196","Overview | Zika virus | CDC","Rambler",1,"",""
"2197","Overview | Zika virus | CDC","Yahoo! - Mexico",1,"",""
"2198","Overview | Zika virus | CDC","Yahoo! - Australia",1,"",""
"2199","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","::unspecified::",16279,"",""
"2200","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google",8641,"",""
"2201","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Canada",1103,"",""
"2202","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Microsoft Bing",424,"",""
"2203","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - United Kingdom",256,"",""
"2204","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Yahoo!",195,"",""
"2205","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google Search App",170,"",""
"2206","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Germany",42,"",""
"2207","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Philippines",36,"",""
"2208","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Australia",35,"",""
"2209","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Switzerland",35,"",""
"2210","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Ireland",32,"",""
"2211","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Netherlands",32,"",""
"2212","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Mexico",30,"",""
"2213","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Sweden",30,"",""
"2214","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Belgium",30,"",""
"2215","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - India",27,"",""
"2216","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - France",21,"",""
"2217","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","DuckDuckGo",20,"",""
"2218","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Norway",19,"",""
"2219","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Italy",16,"",""
"2220","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Finland",15,"",""
"2221","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Denmark",15,"",""
"2222","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Chile",14,"",""
"2223","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Puerto Rico",12,"",""
"2224","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Korea",12,"",""
"2225","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Israel",12,"",""
"2226","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - United Arab Emirates",12,"",""
"2227","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Poland",12,"",""
"2228","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Brasil",11,"",""
"2229","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - New Zealand",11,"",""
"2230","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Singapore",10,"",""
"2231","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - South Africa",10,"",""
"2232","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Romania",10,"",""
"2233","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Hong Kong",9,"",""
"2234","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Portugal",9,"",""
"2235","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Turkey",8,"",""
"2236","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Austria",7,"",""
"2237","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Ask Jeeves",7,"",""
"2238","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Saudi Arabia",6,"",""
"2239","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Nigeria",6,"",""
"2240","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Hungary",6,"",""
"2241","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Czech Republic",6,"",""
"2242","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Taiwan",6,"",""
"2243","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","MyWay.com",6,"",""
"2244","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Spain",6,"",""
"2245","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Japan",6,"",""
"2246","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","AOL.com Search",6,"",""
"2247","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Dominican Republic",5,"",""
"2248","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Indonesia",5,"",""
"2249","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Estonia",4,"",""
"2250","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Nepal",4,"",""
"2251","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Thailand",4,"",""
"2252","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Pakistan",3,"",""
"2253","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Argentina",3,"",""
"2254","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Croatia",3,"",""
"2255","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Viet Nam",3,"",""
"2256","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Google - Isle of Gibraltar",3,"",""
"2257","Advice for people living in or traveling to Brownsville, Texas | Zika virus | CDC","Yahoo! - Canada",3,"",""
